sale_id,sale_datetime,product_id,product_name,brand,category,manager,supplier_name,supplier_country,region_name,city,quantity,unit_price,discount,revenue,payment_type,sales_channel
296,2024-02-08 09:03:28,53,Philips Gaming-183,Philips,Gaming,Ivan Petrenko,LocalDistributor,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,2,351.1,10.49,691.71,cash,store
297,2023-09-26 21:57:57,91,Bosch Smartwatch-674,Bosch,Smartwatches,Natalia Romanyuk,TechImport UA,Ukraine,Poltavska,Poltava,1,171.76,24.67,147.09,online,wholesale
298,2023-06-30 13:36:28,168,LG Kitchen-114,LG,Kitchen,Kateryna Marchenko,LocalDistributor,Ukraine,Poltavska,Poltava,4,792.58,513.2,2657.12,card,online_store
299,2024-12-30 20:27:44,47,Dell Home Appli-324,Dell,Home Appliances,Pavlo Boyko,LocalDistributor,Ukraine,Odeska,Odesa,1,899.02,494.51,404.51,online,marketplace
300,2024-06-12 21:26:10,7,Google Smartphone-310,Google,Smartphones,Serhii Kravchenko,LocalDistributor,Ukraine,Ternopilska,Ternopil,3,657.15,177.02,1794.43,card,wholesale
301,2024-07-16 10:16:11,171,Sony Wearables-512,Sony,Wearables,Iryna Savchuk,AsiaWholesale,China,Odeska,Odesa,3,27.1,3.62,77.68,invoice,marketplace
302,2023-09-01 18:42:38,121,LG Networking-730,LG,Networking,Ivan Petrenko,LocalDistributor,Ukraine,Odeska,Odesa,3,374.83,135.21,989.28,online,marketplace
303,2024-12-17 14:50:12,144,Asus Storage-613,Asus,Storage,Iryna Savchuk,LocalDistributor,Ukraine,Poltavska,Poltava,1,425.3,5.88,419.42,online,store
304,2024-12-29 08:07:35,17,HP Laptops-268,HP,Laptops,Volodymyr Ivanov,LocalDistributor,Ukraine,Odeska,Odesa,1,368.73,55.03,313.7,cash,marketplace
305,2024-02-14 16:38:37,52,Xiaomi Gaming-477,Xiaomi,Gaming,Olena Koval,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,778.82,50.62,728.2,invoice,wholesale
306,2023-05-14 21:15:17,8,Sony Smartphone-429,Sony,Smartphones,Pavlo Boyko,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,4,2550.21,218.48,9982.36,cash,phone_order
307,2023-06-30 13:06:33,146,Philips TV-876,Philips,TV,Olena Koval,GigaTrade,Germany,Vinnytska,Vinnytsia,1,511.24,11.18,500.06,card,online_store
308,2023-08-17 09:16:22,164,Xiaomi Kitchen-259,Xiaomi,Kitchen,Iryna Savchuk,NordicParts,Sweden,Poltavska,Poltava,1,661.17,102.52,558.65,cash,online_store
309,2024-09-12 12:33:47,31,Seagate Accessorie-971,Seagate,Accessories,Iryna Savchuk,AsiaWholesale,China,Zaporizka,Zaporizhzhia,2,762.77,203.44,1322.1,invoice,store
310,2025-01-17 11:23:42,55,Apple Gaming-626,Apple,Gaming,Ivan Petrenko,NordicParts,Sweden,Dnipropetrovska,Dnipro,2,208.61,12.57,404.65,card,online_store
311,2024-11-10 15:20:45,100,Acer Cameras-774,Acer,Cameras,Andriy Shevchenko,AsiaWholesale,China,Lvivska,Lviv,4,1913.62,84.63,7569.85,card,online_store
312,2024-04-19 14:08:04,175,Philips Wearables-292,Philips,Wearables,Natalia Romanyuk,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,1,399.51,3.92,395.59,card,online_store
313,2023-09-01 19:40:55,17,HP Laptops-268,HP,Laptops,Maria Bondar,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,426.94,47.15,379.79,online,phone_order
314,2024-02-22 09:39:53,52,Xiaomi Gaming-477,Xiaomi,Gaming,Volodymyr Ivanov,LocalDistributor,Ukraine,Odeska,Odesa,4,1077.56,45.59,4264.65,cash,store
315,2023-04-26 15:27:18,142,Nikon Storage-666,Nikon,Storage,Andriy Shevchenko,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,3,681.34,193.27,1850.75,card,marketplace
316,2023-03-24 10:24:24,182,Samsung Wearables-930,Samsung,Wearables,Maria Bondar,TechImport UA,Ukraine,Poltavska,Poltava,1,89.34,0.74,88.6,invoice,wholesale
317,2023-11-29 19:21:04,107,Asus Printers-376,Asus,Printers,Kateryna Marchenko,GigaTrade,Germany,Odeska,Odesa,2,1645.86,188.65,3103.07,cash,store
318,2023-11-25 20:19:55,138,HP Storage-555,HP,Storage,Iryna Savchuk,USADirect,USA,Dnipropetrovska,Dnipro,2,382.89,100.77,665.01,cash,wholesale
319,2024-03-15 15:14:47,27,OnePlus Laptops-606,OnePlus,Laptops,Volodymyr Ivanov,TechImport UA,Ukraine,Odeska,Odesa,1,780.85,130.82,650.03,cash,store
320,2023-05-12 19:12:18,73,Canon Headphones-266,Canon,Headphones,Iryna Savchuk,AsiaWholesale,China,Lvivska,Lviv,1,450.63,74.99,375.64,invoice,wholesale
321,2023-09-25 20:13:04,133,Xiaomi Storage-122,Xiaomi,Storage,Oksana Hladka,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,2,370.39,127.04,613.74,cash,phone_order
322,2024-04-02 14:39:26,177,Bosch Wearables-517,Bosch,Wearables,Ivan Petrenko,EuroSupply,Poland,Poltavska,Poltava,2,240.95,59.14,422.76,invoice,marketplace
323,2023-11-22 17:37:41,176,Panasonic Wearables-439,Panasonic,Wearables,Pavlo Boyko,TechImport UA,Ukraine,Kyivska,Kyiv,1,170.2,21.21,148.99,invoice,store
324,2024-06-27 17:22:12,73,Canon Headphones-266,Canon,Headphones,Andriy Shevchenko,AsiaWholesale,China,Lvivska,Lviv,1,387.88,6.93,380.95,invoice,marketplace
325,2023-03-31 12:55:25,164,Xiaomi Kitchen-259,Xiaomi,Kitchen,Dmytro Melnyk,GigaTrade,Germany,Vinnytska,Vinnytsia,1,659.26,81.5,577.76,invoice,wholesale
326,2023-05-22 15:44:03,59,Acer Monitors-992,Acer,Monitors,Oksana Hladka,NordicParts,Sweden,Kharkivska,Kharkiv,1,82.79,10.92,71.87,invoice,wholesale
327,2023-06-14 17:05:30,60,Lenovo Monitors-662,Lenovo,Monitors,Ivan Petrenko,NordicParts,Sweden,Vinnytska,Vinnytsia,1,441.88,7.8,434.08,online,marketplace
328,2023-06-17 08:34:23,146,Philips TV-876,Philips,TV,Oksana Hladka,LocalDistributor,Ukraine,Vinnytska,Vinnytsia,2,873.34,296.63,1450.05,card,marketplace
329,2023-05-13 15:20:06,32,Dell Accessorie-515,Dell,Accessories,Natalia Romanyuk,TechImport UA,Ukraine,Kharkivska,Kharkiv,1,433.45,41.9,391.55,cash,wholesale
330,2023-03-18 08:31:56,143,Bosch Storage-211,Bosch,Storage,Dmytro Melnyk,BalkanStore,Romania,Kharkivska,Kharkiv,1,102.03,15.43,86.6,card,online_store
331,2023-10-29 09:51:09,131,Huawei Networking-277,Huawei,Networking,Volodymyr Ivanov,GigaTrade,Germany,Odeska,Odesa,1,262.83,5.43,257.4,card,phone_order
332,2023-01-19 18:05:27,23,Google Laptops-592,Google,Laptops,Andriy Shevchenko,NordicParts,Sweden,Poltavska,Poltava,1,1918.4,63.28,1855.12,online,marketplace
333,2023-06-09 11:15:25,4,Dell Smartphone-278,Dell,Smartphones,Maria Bondar,NordicParts,Sweden,Lvivska,Lviv,10,1376.95,777.08,12992.42,invoice,marketplace
334,2024-06-27 21:10:03,177,Bosch Wearables-517,Bosch,Wearables,Kateryna Marchenko,EuroSupply,Poland,Odeska,Odesa,3,178.22,71.99,462.67,online,store
335,2024-09-02 18:05:25,124,Huawei Networking-757,Huawei,Networking,Kateryna Marchenko,BalkanStore,Romania,Poltavska,Poltava,3,421.77,517.0,748.31,online,online_store
336,2023-02-19 16:00:45,40,Acer Home Appli-622,Acer,Home Appliances,Maria Bondar,BalkanStore,Romania,Ternopilska,Ternopil,1,187.3,9.77,177.53,online,online_store
337,2023-12-08 13:38:57,48,HP Home Appli-792,HP,Home Appliances,Ivan Petrenko,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,1,1571.56,252.18,1319.38,invoice,store
338,2024-08-17 17:07:18,85,Panasonic Smartwatch-679,Panasonic,Smartwatches,Dmytro Melnyk,USADirect,USA,Odeska,Odesa,3,191.29,85.13,488.74,card,store
339,2024-12-01 14:13:47,167,HP Kitchen-957,HP,Kitchen,Iryna Savchuk,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,3,695.39,177.3,1908.87,online,wholesale
340,2024-05-29 19:01:01,103,Dell Cameras-522,Dell,Cameras,Oksana Hladka,AsiaWholesale,China,Odeska,Odesa,2,1945.36,54.79,3835.93,cash,wholesale
341,2023-12-25 09:03:16,147,Panasonic TV-513,Panasonic,TV,Dmytro Melnyk,USADirect,USA,Zaporizka,Zaporizhzhia,1,2124.0,1051.92,1072.08,invoice,phone_order
342,2024-11-13 08:16:42,56,Canon Gaming-987,Canon,Gaming,Dmytro Melnyk,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,2,552.51,59.69,1045.33,card,phone_order
343,2024-05-11 13:33:47,38,Seagate Home Appli-867,Seagate,Home Appliances,Natalia Romanyuk,GigaTrade,Germany,Lvivska,Lviv,1,585.66,94.03,491.63,online,store
344,2024-12-15 18:18:47,22,Apple Laptops-476,Apple,Laptops,Kateryna Marchenko,EuroSupply,Poland,Ternopilska,Ternopil,2,2583.59,515.37,4651.81,invoice,marketplace
345,2023-07-05 20:13:03,96,Seagate Cameras-392,Seagate,Cameras,Maria Bondar,USADirect,USA,Ternopilska,Ternopil,2,1275.27,32.88,2517.66,cash,online_store
346,2024-06-30 16:26:20,57,Lenovo Monitors-692,Lenovo,Monitors,Serhii Kravchenko,USADirect,USA,Poltavska,Poltava,10,334.67,197.61,3149.09,cash,phone_order
347,2024-10-05 20:13:15,159,Lenovo Kitchen-875,Lenovo,Kitchen,Natalia Romanyuk,BalkanStore,Romania,Lvivska,Lviv,4,264.08,160.03,896.29,cash,marketplace
348,2023-01-28 19:22:36,126,Samsung Networking-244,Samsung,Networking,Natalia Romanyuk,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,3,541.63,208.14,1416.75,invoice,phone_order
349,2024-05-26 10:32:22,182,Samsung Wearables-930,Samsung,Wearables,Olena Koval,NordicParts,Sweden,Kyivska,Kyiv,5,52.35,19.54,242.21,card,wholesale
350,2023-06-19 16:32:41,149,Asus TV-537,Asus,TV,Kateryna Marchenko,USADirect,USA,Kharkivska,Kharkiv,1,2246.67,341.33,1905.34,cash,marketplace
351,2023-05-05 18:20:33,43,HP Home Appli-825,HP,Home Appliances,Kateryna Marchenko,NordicParts,Sweden,Lvivska,Lviv,1,564.38,79.96,484.42,invoice,marketplace
352,2024-12-31 10:24:26,97,Sony Cameras-798,Sony,Cameras,Serhii Kravchenko,GigaTrade,Germany,Zaporizka,Zaporizhzhia,3,1039.67,347.76,2771.25,online,online_store
353,2023-09-01 16:04:51,71,Sony Headphones-571,Sony,Headphones,Oksana Hladka,AsiaWholesale,China,Kyivska,Kyiv,2,390.63,124.76,656.5,online,marketplace
354,2023-06-02 15:04:10,45,Bosch Home Appli-725,Bosch,Home Appliances,Dmytro Melnyk,TechImport UA,Ukraine,Odeska,Odesa,1,607.74,106.95,500.79,card,marketplace
355,2024-12-18 12:15:54,120,Apple Networking-367,Apple,Networking,Pavlo Boyko,TechImport UA,Ukraine,Ternopilska,Ternopil,2,109.07,6.74,211.4,invoice,wholesale
356,2023-03-12 16:07:59,95,Canon Cameras-957,Canon,Cameras,Olena Koval,BalkanStore,Romania,Kyivska,Kyiv,1,1112.99,67.78,1045.21,online,online_store
357,2023-09-10 17:21:04,136,Bosch Storage-266,Bosch,Storage,Dmytro Melnyk,USADirect,USA,Odeska,Odesa,1,72.41,10.8,61.61,invoice,marketplace
358,2023-08-19 20:29:50,143,Bosch Storage-211,Bosch,Storage,Serhii Kravchenko,AsiaWholesale,China,Vinnytska,Vinnytsia,1,96.09,14.08,82.01,card,wholesale
359,2023-12-16 19:18:54,23,Google Laptops-592,Google,Laptops,Ivan Petrenko,GigaTrade,Germany,Vinnytska,Vinnytsia,1,2739.34,452.46,2286.88,invoice,phone_order
360,2024-12-23 15:49:12,171,Sony Wearables-512,Sony,Wearables,Pavlo Boyko,USADirect,USA,Lvivska,Lviv,2,25.6,4.04,47.16,invoice,marketplace
361,2024-12-22 10:15:13,162,Canon Kitchen-125,Canon,Kitchen,Ivan Petrenko,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,1,759.84,20.78,739.06,online,marketplace
362,2023-01-09 08:14:48,147,Panasonic TV-513,Panasonic,TV,Oksana Hladka,EuroSupply,Poland,Vinnytska,Vinnytsia,1,1948.47,241.14,1707.33,invoice,phone_order
363,2023-07-25 18:19:10,7,Google Smartphone-310,Google,Smartphones,Ivan Petrenko,USADirect,USA,Zaporizka,Zaporizhzhia,1,798.2,102.75,695.45,cash,phone_order
364,2024-10-10 17:44:26,26,Nikon Laptops-815,Nikon,Laptops,Dmytro Melnyk,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,2,2421.5,513.75,4329.25,invoice,online_store
365,2023-08-27 20:54:24,139,Dell Storage-800,Dell,Storage,Oksana Hladka,NordicParts,Sweden,Lvivska,Lviv,2,226.07,53.67,398.47,card,marketplace
366,2023-12-21 13:25:34,123,Canon Networking-694,Canon,Networking,Kateryna Marchenko,NordicParts,Sweden,Odeska,Odesa,2,528.53,259.68,797.38,online,store
367,2024-05-02 08:53:23,86,Asus Smartwatch-731,Asus,Smartwatches,Oksana Hladka,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,2,100.64,88.31,112.97,online,marketplace
368,2023-11-01 08:45:32,175,Philips Wearables-292,Philips,Wearables,Maria Bondar,NordicParts,Sweden,Poltavska,Poltava,1,362.59,62.59,300.0,card,online_store
369,2023-06-07 13:38:26,172,OnePlus Wearables-286,OnePlus,Wearables,Iryna Savchuk,TechImport UA,Ukraine,Poltavska,Poltava,1,287.79,18.63,269.16,cash,phone_order
370,2023-06-09 19:01:58,149,Asus TV-537,Asus,TV,Kateryna Marchenko,NordicParts,Sweden,Dnipropetrovska,Dnipro,2,2038.94,458.25,3619.63,online,phone_order
371,2024-12-22 17:06:56,135,Sony Storage-654,Sony,Storage,Kateryna Marchenko,LocalDistributor,Ukraine,Kyivska,Kyiv,1,247.59,20.39,227.2,invoice,store
372,2023-03-31 11:46:03,1,Apple Smartphone-922,Apple,Smartphones,Iryna Savchuk,AsiaWholesale,China,Odeska,Odesa,1,2834.96,168.8,2666.16,invoice,store
373,2023-05-30 08:33:03,54,Acer Gaming-534,Acer,Gaming,Natalia Romanyuk,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,3,359.08,163.7,913.54,cash,phone_order
374,2023-10-12 18:55:47,136,Bosch Storage-266,Bosch,Storage,Olena Koval,TechImport UA,Ukraine,Vinnytska,Vinnytsia,1,105.85,4.06,101.79,cash,store
375,2024-06-27 15:39:14,162,Canon Kitchen-125,Canon,Kitchen,Ivan Petrenko,LocalDistributor,Ukraine,Ternopilska,Ternopil,3,1326.02,210.49,3767.57,cash,wholesale
376,2024-03-11 19:41:47,61,Philips Monitors-115,Philips,Monitors,Andriy Shevchenko,GigaTrade,Germany,Lvivska,Lviv,3,540.99,98.01,1524.96,invoice,wholesale
377,2023-04-18 19:51:05,99,Huawei Cameras-386,Huawei,Cameras,Kateryna Marchenko,NordicParts,Sweden,Kyivska,Kyiv,1,2040.47,41.27,1999.2,invoice,online_store
378,2023-12-18 15:28:58,17,HP Laptops-268,HP,Laptops,Oksana Hladka,BalkanStore,Romania,Zaporizka,Zaporizhzhia,1,425.86,74.94,350.92,cash,phone_order
379,2023-03-16 11:39:08,182,Samsung Wearables-930,Samsung,Wearables,Volodymyr Ivanov,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,5,47.43,29.9,207.25,invoice,online_store
380,2024-09-23 11:07:29,138,HP Storage-555,HP,Storage,Kateryna Marchenko,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,4,460.5,184.43,1657.57,invoice,store
381,2023-09-06 15:27:11,173,Dell Wearables-250,Dell,Wearables,Andriy Shevchenko,LocalDistributor,Ukraine,Kharkivska,Kharkiv,1,195.14,25.43,169.71,online,store
382,2024-12-12 15:21:37,10,Apple Smartphone-779,Apple,Smartphones,Oksana Hladka,AsiaWholesale,China,Kharkivska,Kharkiv,2,307.68,18.8,596.56,cash,online_store
383,2024-10-28 10:06:09,141,Acer Storage-629,Acer,Storage,Serhii Kravchenko,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,611.56,22.56,589.0,invoice,online_store
384,2023-04-09 20:33:18,18,Apple Laptops-334,Apple,Laptops,Pavlo Boyko,BalkanStore,Romania,Poltavska,Poltava,2,731.27,217.64,1244.9,card,marketplace
385,2024-08-29 15:23:56,174,Asus Wearables-211,Asus,Wearables,Iryna Savchuk,USADirect,USA,Lvivska,Lviv,1,196.36,30.77,165.59,invoice,store
386,2024-04-20 13:30:25,171,Sony Wearables-512,Sony,Wearables,Serhii Kravchenko,BalkanStore,Romania,Lvivska,Lviv,3,32.05,10.37,85.78,online,marketplace
387,2024-06-16 12:15:26,84,Philips Smartwatch-435,Philips,Smartwatches,Andriy Shevchenko,BalkanStore,Romania,Vinnytska,Vinnytsia,1,203.8,31.92,171.88,online,store
388,2024-06-16 13:24:43,141,Acer Storage-629,Acer,Storage,Kateryna Marchenko,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,1,410.44,2.26,408.18,cash,online_store
389,2024-10-17 16:00:03,3,Philips Smartphone-227,Philips,Smartphones,Dmytro Melnyk,EuroSupply,Poland,Kyivska,Kyiv,1,818.61,124.98,693.63,invoice,wholesale
390,2023-06-23 14:48:30,89,Apple Smartwatch-590,Apple,Smartwatches,Serhii Kravchenko,USADirect,USA,Kharkivska,Kharkiv,1,460.88,19.15,441.73,online,wholesale
391,2023-07-26 15:07:03,133,Xiaomi Storage-122,Xiaomi,Storage,Kateryna Marchenko,AsiaWholesale,China,Kyivska,Kyiv,1,487.54,4.38,483.16,cash,store
392,2023-10-30 11:02:09,126,Samsung Networking-244,Samsung,Networking,Olena Koval,LocalDistributor,Ukraine,Lvivska,Lviv,4,368.33,147.47,1325.85,online,marketplace
393,2023-12-10 18:08:34,155,Microsoft Kitchen-147,Microsoft,Kitchen,Serhii Kravchenko,LocalDistributor,Ukraine,Lvivska,Lviv,2,335.63,73.57,597.69,cash,online_store
394,2024-06-19 17:21:09,38,Seagate Home Appli-867,Seagate,Home Appliances,Olena Koval,AsiaWholesale,China,Zaporizka,Zaporizhzhia,1,703.57,117.05,586.52,card,wholesale
395,2024-01-03 21:40:23,119,HP Networking-305,HP,Networking,Dmytro Melnyk,BalkanStore,Romania,Poltavska,Poltava,2,454.42,85.57,823.27,cash,phone_order
396,2024-12-07 21:46:21,149,Asus TV-537,Asus,TV,Dmytro Melnyk,BalkanStore,Romania,Ternopilska,Ternopil,10,1834.1,1083.43,17257.57,online,marketplace
397,2024-11-13 20:07:43,114,Panasonic Printers-336,Panasonic,Printers,Iryna Savchuk,NordicParts,Sweden,Ivano-Frankivska,Ivano-Frankivsk,2,1493.81,230.63,2756.99,cash,wholesale
398,2025-02-22 11:49:28,128,Nikon Networking-818,Nikon,Networking,Andriy Shevchenko,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,1,92.59,16.57,76.02,card,wholesale
399,2024-07-30 10:01:17,74,Huawei Headphones-802,Huawei,Headphones,Serhii Kravchenko,USADirect,USA,Vinnytska,Vinnytsia,4,407.18,182.29,1446.43,online,store
400,2024-09-07 17:36:17,168,LG Kitchen-114,LG,Kitchen,Kateryna Marchenko,TechImport UA,Ukraine,Kharkivska,Kharkiv,1,799.91,61.1,738.81,card,online_store
401,2023-05-02 08:58:51,67,Canon Monitors-919,Canon,Monitors,Olena Koval,NordicParts,Sweden,Vinnytska,Vinnytsia,1,210.32,122.06,88.26,online,store
402,2024-07-08 12:32:35,124,Huawei Networking-757,Huawei,Networking,Natalia Romanyuk,EuroSupply,Poland,Zaporizka,Zaporizhzhia,1,334.0,52.89,281.11,card,phone_order
403,2025-02-02 08:52:18,171,Sony Wearables-512,Sony,Wearables,Volodymyr Ivanov,GigaTrade,Germany,Poltavska,Poltava,1,22.24,0.83,21.41,invoice,store
404,2023-03-01 08:52:03,149,Asus TV-537,Asus,TV,Dmytro Melnyk,AsiaWholesale,China,Ternopilska,Ternopil,3,2208.77,536.05,6090.26,invoice,online_store
405,2023-07-05 09:33:11,21,Xiaomi Laptops-918,Xiaomi,Laptops,Volodymyr Ivanov,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,5,1076.08,780.06,4600.34,online,store
406,2023-08-16 20:35:12,170,Lenovo Wearables-177,Lenovo,Wearables,Kateryna Marchenko,EuroSupply,Poland,Ternopilska,Ternopil,3,512.25,267.23,1269.52,cash,wholesale
407,2023-10-29 11:14:10,116,Microsoft Printers-709,Microsoft,Printers,Pavlo Boyko,BalkanStore,Romania,Kyivska,Kyiv,1,339.48,7.75,331.73,online,online_store
408,2023-09-19 09:12:45,13,Bosch Smartphone-636,Bosch,Smartphones,Ivan Petrenko,TechImport UA,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,2,746.84,19.35,1474.33,online,phone_order
409,2023-12-29 16:07:45,58,Dell Monitors-467,Dell,Monitors,Iryna Savchuk,LocalDistributor,Ukraine,Lvivska,Lviv,1,596.83,64.11,532.72,cash,marketplace
410,2023-01-29 10:40:28,127,Sony Networking-316,Sony,Networking,Natalia Romanyuk,TechImport UA,Ukraine,Kharkivska,Kharkiv,1,477.13,139.89,337.24,cash,marketplace
411,2023-11-10 16:25:18,69,Lenovo Headphones-221,Lenovo,Headphones,Dmytro Melnyk,GigaTrade,Germany,Ternopilska,Ternopil,5,369.73,155.71,1692.94,card,wholesale
412,2024-04-10 16:05:48,21,Xiaomi Laptops-918,Xiaomi,Laptops,Andriy Shevchenko,GigaTrade,Germany,Odeska,Odesa,1,1418.72,798.18,620.54,invoice,wholesale
413,2023-10-20 15:02:54,173,Dell Wearables-250,Dell,Wearables,Olena Koval,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,399.11,1.13,397.98,cash,phone_order
414,2024-08-03 12:30:54,99,Huawei Cameras-386,Huawei,Cameras,Volodymyr Ivanov,NordicParts,Sweden,Vinnytska,Vinnytsia,1,2389.38,78.25,2311.13,card,store
415,2024-12-29 13:59:38,87,Dell Smartwatch-751,Dell,Smartwatches,Kateryna Marchenko,AsiaWholesale,China,Poltavska,Poltava,2,352.43,119.24,585.62,cash,wholesale
416,2023-10-10 10:42:30,173,Dell Wearables-250,Dell,Wearables,Natalia Romanyuk,GigaTrade,Germany,Poltavska,Poltava,1,323.55,34.5,289.05,card,store
417,2024-05-30 19:22:07,155,Microsoft Kitchen-147,Microsoft,Kitchen,Pavlo Boyko,EuroSupply,Poland,Ternopilska,Ternopil,1,450.78,20.82,429.96,invoice,wholesale
418,2023-10-25 20:09:38,95,Canon Cameras-957,Canon,Cameras,Maria Bondar,AsiaWholesale,China,Kyivska,Kyiv,1,675.3,54.84,620.46,invoice,wholesale
419,2023-11-28 12:26:24,144,Asus Storage-613,Asus,Storage,Volodymyr Ivanov,BalkanStore,Romania,Dnipropetrovska,Dnipro,2,303.91,35.03,572.79,invoice,marketplace
420,2024-12-03 20:05:55,171,Sony Wearables-512,Sony,Wearables,Kateryna Marchenko,NordicParts,Sweden,Lvivska,Lviv,10,29.44,33.02,261.38,card,store
421,2023-07-18 08:27:04,66,Apple Monitors-548,Apple,Monitors,Volodymyr Ivanov,LocalDistributor,Ukraine,Lvivska,Lviv,1,285.09,19.68,265.41,invoice,online_store
422,2024-06-27 18:01:03,55,Apple Gaming-626,Apple,Gaming,Natalia Romanyuk,AsiaWholesale,China,Dnipropetrovska,Dnipro,1,174.82,18.31,156.51,invoice,wholesale
423,2023-09-14 16:45:29,170,Lenovo Wearables-177,Lenovo,Wearables,Pavlo Boyko,BalkanStore,Romania,Ivano-Frankivska,Ivano-Frankivsk,2,276.09,94.0,458.18,cash,marketplace
424,2023-10-26 15:48:46,132,Google Networking-603,Google,Networking,Kateryna Marchenko,USADirect,USA,Vinnytska,Vinnytsia,1,355.83,55.49,300.34,cash,wholesale
425,2023-01-25 08:01:10,33,Panasonic Accessorie-349,Panasonic,Accessories,Serhii Kravchenko,USADirect,USA,Dnipropetrovska,Dnipro,1,250.98,26.61,224.37,cash,store
426,2024-06-28 10:03:35,102,Samsung Cameras-850,Samsung,Cameras,Olena Koval,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,2,2883.21,583.87,5182.55,card,marketplace
427,2025-02-02 19:50:52,140,OnePlus Storage-358,OnePlus,Storage,Serhii Kravchenko,BalkanStore,Romania,Poltavska,Poltava,5,805.45,257.03,3770.22,invoice,marketplace
428,2024-02-19 08:58:52,62,HP Monitors-433,HP,Monitors,Kateryna Marchenko,EuroSupply,Poland,Vinnytska,Vinnytsia,2,418.02,12.41,823.63,cash,phone_order
429,2024-06-01 15:58:07,105,Philips Printers-735,Philips,Printers,Andriy Shevchenko,GigaTrade,Germany,Kyivska,Kyiv,2,439.88,30.61,849.15,online,wholesale
430,2023-10-12 09:40:57,98,Bosch Cameras-755,Bosch,Cameras,Pavlo Boyko,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,1,2009.8,251.53,1758.27,card,wholesale
431,2024-11-08 21:20:42,139,Dell Storage-800,Dell,Storage,Maria Bondar,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,2,161.47,44.82,278.12,online,online_store
432,2023-09-22 18:14:22,109,Canon Printers-462,Canon,Printers,Olena Koval,NordicParts,Sweden,Kyivska,Kyiv,10,524.84,853.62,4394.78,cash,store
433,2023-04-20 12:16:17,11,Huawei Smartphone-201,Huawei,Smartphones,Maria Bondar,BalkanStore,Romania,Ternopilska,Ternopil,2,849.61,3.69,1695.53,cash,store
434,2023-01-12 09:59:55,21,Xiaomi Laptops-918,Xiaomi,Laptops,Ivan Petrenko,AsiaWholesale,China,Poltavska,Poltava,1,1700.74,107.08,1593.66,online,online_store
435,2023-03-21 09:12:26,35,Asus Accessorie-796,Asus,Accessories,Serhii Kravchenko,LocalDistributor,Ukraine,Lvivska,Lviv,1,168.63,22.68,145.95,card,phone_order
436,2024-10-13 11:08:31,113,HP Printers-808,HP,Printers,Dmytro Melnyk,TechImport UA,Ukraine,Dnipropetrovska,Dnipro,1,965.06,95.19,869.87,online,store
437,2023-05-17 09:05:35,152,Dell TV-499,Dell,TV,Andriy Shevchenko,LocalDistributor,Ukraine,Kyivska,Kyiv,1,860.95,35.5,825.45,card,store
438,2023-04-10 17:46:11,30,HP Accessorie-607,HP,Accessories,Ivan Petrenko,LocalDistributor,Ukraine,Kharkivska,Kharkiv,2,13.5,2.57,24.43,cash,store
439,2023-12-10 21:14:30,49,Lenovo Gaming-292,Lenovo,Gaming,Volodymyr Ivanov,USADirect,USA,Lvivska,Lviv,1,802.84,141.76,661.08,card,online_store
440,2024-04-15 16:30:13,24,Samsung Laptops-603,Samsung,Laptops,Maria Bondar,EuroSupply,Poland,Ternopilska,Ternopil,1,412.01,9.88,402.13,invoice,marketplace
441,2024-03-20 17:27:45,67,Canon Monitors-919,Canon,Monitors,Andriy Shevchenko,BalkanStore,Romania,Odeska,Odesa,1,313.92,43.0,270.92,card,marketplace
442,2024-07-02 14:43:06,159,Lenovo Kitchen-875,Lenovo,Kitchen,Natalia Romanyuk,AsiaWholesale,China,Dnipropetrovska,Dnipro,5,317.19,79.16,1506.79,online,online_store
443,2024-09-09 19:05:44,153,Apple TV-828,Apple,TV,Serhii Kravchenko,AsiaWholesale,China,Kharkivska,Kharkiv,2,1408.59,113.79,2703.39,online,marketplace
